tweet,store
魚角の前、花たこ通り（大衆酒場レインカラー、件・コメカラ前）で野菜を販売してたね。場所を借りてやってるのかな？,toritsu
ちょっと前から花善にこんなの出てるね。三ツ星★コロッケサンド（デリバリー＆キッチンカー）。詳細はインスタグラムで #学芸大学 #学大 https://t.co/TkqWlk4vKH https://t.co/GUOjgqfdcs,toritsu
"再開した二葉屋は
・裏口のみ。表からは入場不可
・入場制限
#学芸大学 #学大 #武蔵小山 #西小山 #平和通り商店街 https://t.co/uDWki42B2J",toritsu
それとは別に、住所表記が逆になるというのも面白い。成り立ちみたいなところも興味深いけど、視点（視線）の違いが表れているようにも思えて面白い。実務的には面倒しかないんだけどｗ　Facebookの各種住所登録がその最たるもの。 https://t.co/7zzxztp7wT,toritsu
googleマップの住所はなぜ全角数字を許したり、「丁目」を使ったりするんだよバカと思ったんだけど、天下のグーグルさんだから、何か意味があるのかもなぁと思いつつ、ハタと気づいたんだけど、そもそも「鷹番3-3-3」みたいな住所の書き… https://t.co/RI667AiDQZ,toritsu
タパス＆タパス学芸大学店が閉店します #学芸大学 #学大開閉店情報 https://t.co/aaE9uAtLyp,toritsu
"RT @gakudai_mongo: 本日も12:00にオープンいたします?
よろしくお願いいたします。

なお(木)4/23から今月いっぱいは営業を自粛いたします。ご不便をおかけしますが何卒よろしくお願いいたします。m(__)m",toritsu
最寄駅から所用あって久々に電車に乗っているが、好天であることを十二分に生かして車両の窓が全開で、乗客はひとり分以上の距離を開けて座っていて尚且つ全員マスクをしている。きっと手指消毒の抜かりないのだろう。ここだけみるとウイルスにも勝てるだろうとも思うが、油断してはいけないな…,toritsu
RT @sqmfaster: これを集めてた時代に戻りたい https://t.co/0e3lgtpmic,toritsu
RT @takizawa0914: 以前に描いたものなのですが、キャップやラベルを剥がしていないと手作業で外します。今はなるべく触れたくないと思うので、協力していただけると助かります。 https://t.co/00EY8JLbVY,toritsu
RT @yutakashino: （´-`）.｡oO( 少し愚痴を…．厚労省の「国内における都道府県別のPCR検査陽性者数」PDFをスクレイピングしてデータを蓄積している勢には既知なことですが，このPDF，毎日同じように出せばいいだけなのに，日によって隠しカラムがあったり，欠損…,toritsu
"予想通りだなあ

https://t.co/tWhgZkUros",toritsu
なかやまきんに君よりトークができて、面白くて、キリッとした男前でサックスも吹けるという武田真治 #土曜は何する,toritsu
YOUさんが我らがボスに「亮太！」と話しかける様子、朝の番組をみているのではなくてテラスハウスをみている気分になる… #土曜は何する,toritsu
RT @kojomrmt: 新型コロナウイルス感染症の早期終息と罹患された方々の早期快復、及びお亡くなりになった方々の追福菩提のため、宗教・宗派を超えて我々は共に祈ります。5月から高野山真言宗の皆さんもご一緒いただけることになりました。さあ、皆さんもご一緒に。 #奈良 #東大寺…,toritsu
RT @Daniel_Lewis3: Here is Dr. Birx's reaction when President Trump asks his science advisor to study using UV light on the human body and…,toritsu
真夜中に副音声でみるテラスハウスってどうしてこんなに面白いのだろうか。この感覚はそうだ。昔友人宅でタランティーノのデスプルーフを酒飲みながらダラダラみてた感じと似ている。あののんびりと気怠くてとにかく楽しいあの感じ。,toritsu
"RT @zono30: ついに会社から「コロナの影響を踏まえて連休など県を越えて移動する際には上長に""越県事前申請書""提出するように」と言われたんだけど、うち神奈川と町田の県境にあって家出て歩くとすぐ町田入りしてしまうと説明したら事前申請書を書けといわれて宇宙猫になったりした",toritsu
RT @kazzwatabe: 辞めるのそっちなの！？ https://t.co/oC1cRdZapq,toritsu
"RT @livedoornews: 【5月1日から】映画『クレヨンしんちゃん』GWにABEMAで5夜連続配信 
https://t.co/uPhcHWDsqc

1日：『嵐を呼ぶ モーレツ！オトナ帝国の逆襲』
2日：『雲黒斎の野望』
3日：『超時空！嵐を呼ぶオラの花嫁』
4日：…",toritsu
RT @kia_ruruten: パーティ文化バーベキュー文化を殲滅、引きこもりとコタツで人類を日本人化した後、さらに「コタツでガリガリ君と草加せんべい」という悦楽で骨抜きにする……そう、真の目的は「世界埼玉化計画」である。,toritsu
RT @kia_ruruten: 欧米に靴を脱ぐ習慣と引きこもり文化が定着し、コロナウィルスが終息したところを狙って、日本が誇るダメ人間製造兵器「コタツ」を売りこみたい。,toritsu
RT @enhotokyox: 篠山紀信大先生が撮った伊右衛門、ちょっと色っぽくて笑った https://t.co/K4IuZqCzUl,toritsu
RT @misyacco: なにこれ、百合子のライブツアーみたいなタイトルついてるけど https://t.co/5K88jCN4vb,toritsu
RT @Nir4bike: 今年見た動画の中で一番好き https://t.co/2criStmFwV,toritsu
コントかよ笑 https://t.co/A5R4BdSLkf,toritsu
"RT @shuseikan: タレントや芸能人が死ぬと悲しむのに・・・
同じ町内の仲間が罹患しただけで村八分にするのは間違ってるだろ・・。",toritsu
こうした時期だからこそ、モンテーニュなどを読んでいられる(勉強はどうした,toritsu
青山蜂の存続にどうかご協力をお願いいたします！ - クラウドファンディングCAMPFIRE https://t.co/47ehlSWmE8 #夢見る人をはじめる人に @campfirejpより,toritsu
興和と伊藤忠だったか,toritsu
"えっ

岡江久美子さん、新型コロナ肺炎で死去　63歳　俳優、情報番組で活躍 - 毎日新聞 https://t.co/WSZssbJPYO",toritsu
"エリック・ホッファー『波止場日記』からでしたー。震災やいまのような時期に人々がどう反応したか、それは重要な資料になりますね。

おやぷみなさいー?",toritsu
"""歴史の第一の価値は、現在の世界とか未来の判読に役立つことにではなく、人間が自然的・社会的環境によってどのように影響されるなについて手がかりを与えてくれることにある。
人間を実験材料につかうことはできないが、さまざまな状況の下で人… https://t.co/KyRwOs3sQ1",toritsu
"@SAITO_DISCO ハザードマップは確認してくださいね☆

https://t.co/bu3z4gFHBS",toritsu
在宅勤務の方が明らかに労働時間増えてゆ。,toritsu
ミッシーエリオットさんの新曲最高だにゃあ。,toritsu
RT @tofubeats: 爆弾こわいのエディットアツい　https://t.co/i6kBcnJIuV,toritsu
RT @Sayonarachan123: 窃盗に対するJAの人のコメントがいい https://t.co/Ta7pKrHsbq,toritsu
仕事が原因で感染なら労災認定も　新型コロナ: 日本経済新聞 https://t.co/UdAPpcIvO2,toritsu
RT @hirokim21: 厚労省によるこの「生活支援メニュー総まとめ」結構良いのでは。住居確保給付金とか生活保護もちゃんと入っている。10万円も大事なのだがほかの制度も広く知られるべき。末尾には労働、メンタル、DVなどの相談窓口一覧も。ぜひ広めてください。使えるものは全部使…,toritsu
"Sébastien Tellier - La Ritournelle 
ひさびさに聴きましたが、やっぱ「素晴らしい」が包摂する意味合いを突き抜けた完璧な楽曲だにゃあ。
https://t.co/lhVYQQ8f5O",toritsu
@mieuxxx ?,toritsu
"失恋したときいっぱい聴いたにゃあ。

渡辺美里　テレワーク演奏で「BELIEVE」を披露　パフォーマンス映像公開 - amass https://t.co/4Oc30v0Br1 @amass_jpより",toritsu
@Kitchen_SATO CKた毎日ですわ。,toritsu
ピケティ「最悪の事態を避けるには」（全文翻訳）『ル・モンド』ブログ2020年4月14日 - みすず書房 https://t.co/KtZod9cn0R,toritsu
今日とある学校で見かけた看板。娘が「えっ！！パパSDGs知らないの！！って」今の子どもたちは色んなこと考えてるんだなぁ。勉強します#sdgs https://t.co/YLewK36kkM,toritsu
"近藤の命日の今日、勝の墓を訪れる複雑な心境^^;

１日百歩生活で流石に日光を浴びないのはヤバイので洗足池まで歩いた。1万5千歩。日光浴して風呂入って、リフレッシュ出来た。
#勝海舟の墓　#洗足池 場所: 洗足池公園 https://t.co/9VnTibC2oc",toritsu
カンちゃんの苗字が与田山って初めて知った。#ハクション大魔王,toritsu
朝生がリモート！！^ ^ 寝そう、、、^^;,toritsu
Skypeでセッションしたり、世間話したり。もうこう言うのが当たり前になるんだろうね。#skype https://t.co/g8RtWMKoe2,toritsu
"じゃがいも料理?　
あんま好きじゃないけど作ってみた。 https://t.co/duaCm9mhsR",toritsu
Castaliaいいなぁ。やっぱ名曲だわぁ。ソリッドもいいけどこっちもいいな。Ryuichi Sakamoto | Playing the Orchestra 2014 https://t.co/9XDbC7BUQl @YouTubeさんから,toritsu
タイミングさえ合えばマスクも買えないわけじゃなくなって来たかな。やはりドラッグストアでもサンドラッグは多い気がする。それほど密でもなかったし。くれぐれも高いマスクに手を出さないように。#マスク#サンドラッグ https://t.co/vNunwrPN48,toritsu
"密です！？いや人居なさすぎです?
#秘密の密#密です#密です3d https://t.co/lAwoE2WEoF",toritsu
今日はママと娘にデモを歌ってもらった。やはり親子なんで似てるんだなぁ。。飯は不健康、、、。あー、、一歩も出てない。#stayhome https://t.co/KUaAGUBnB8,toritsu
スーパーが３日に1回になった。このニュース見てすぐ買いだめに行った奴、明日から3日間行くなよー！！,toritsu
とにかく免疫力を落とすのがいちばんダメ。俺はダイエットしないぞ！！兎にも角にも腸内環境だ！！,toritsu
蜜じゃなく密。娘に指摘されて気付くアラフィフ親父?,toritsu
"マスクせざる者入るべからず！！
#ハードオフ https://t.co/J3iyRHxe1M",toritsu
"あー、今年いちばんのヘビロテかも？

https://t.co/FcbYQYKgy1",toritsu
"今年の漢字は「蜜」に決定！！
#蜜 https://t.co/XPmvtQcifp",toritsu
"この時代にはちゃんと歌に希望があるんだよ。だから染みるんだよなぁ。

https://t.co/EOjuzDWwlq",toritsu
"最近は家族みんな家に居るので朝と昼を一緒に取ってます。妻と2人でずっと作ってるのでボリュームも品数も自然と増える、体重と共に^^;
#朝ごはん https://t.co/8oxkry3Cj5",toritsu
"まだまだ修行中だな?
#stayhome#ホットケーキ#にんじん入り#お家でクッキング https://t.co/BLzoGNVOp1",toritsu
"これがSTAYHOMEの正しい生活スタイルです。
1日百歩以内にしましょう！！ステイホーム！
#1日百歩で乗り切ろう#ステイホーム　#1日千歩以上は罰金です https://t.co/w5aLhOhqku",toritsu
"「レストランさんき」ドライブスルー開始しました
https://t.co/WdETmI6dzv",toritsu
"新・観光パンフレット「TEKU TEKU OWASE」が完成しました！ 尾鷲市
https://t.co/RCNHVzIdUz",toritsu
"東紀州の四季を味わう料理教室 ～ 春のブリを味わう ～ 三重県立熊野古道センター
https://t.co/GQBvudQ9rT",toritsu
"自然学校「チョウの採集と標本づくり教室」 三重県立熊野古道センター
https://t.co/n2lO6O2XY8",toritsu
"那智黒石加工体験がインターネットからお申込みできます 熊野市
https://t.co/rOGaOF3Iq4",toritsu
"イベント中止及び休館期間の延長のお知らせ 三重県立熊野古道センター
https://t.co/HEZN63wCn5",toritsu
"連続講座「古文書からひも解く地域の暮らし」 三重県立熊野古道センター
https://t.co/UNf4cV8BMu",toritsu
"企画展「 松田光一作品展～世界の輝きを描く旅～ 」 三重県立熊野古道センター
https://t.co/Q34CJHiQRL",toritsu
"特別展示室企画展「伊勢型紙彫型画作品展 ～伝統に新しい風を～」 三重県立熊野古道センター
https://t.co/j7DR5vDzH3",toritsu
"「初心者のための山歩き入門 春季 」 三重県立熊野古道センター
https://t.co/n8TxrvWFUt",toritsu
"新しい古道の歩き方「クマノザクラを訪ねて～赤木城跡より北山道探訪」 三重県立熊野古道センター
https://t.co/MUTnrYjzQq",toritsu
"「休館のお知らせ」 三重県立熊野古道センター
https://t.co/1N0o7hNNUB",toritsu
"【オープニングイベントは中止、写真展は延期します】サンティアゴ・デ・コンポステーラの巡礼路・バスクの道写真展 三重県立熊野古道センター 三重県
https://t.co/avByY8UKy4",toritsu
"新型コロナウイルス感染症に係る県主催イベントの中止・延期情報 三重県
https://t.co/imIs1mxcm0",toritsu
"新型コロナウイルス感染症に係るイベント等の中止について 尾鷲市
https://t.co/PTkfnkBZcd",toritsu
"新型コロナウイルス感染症に係る町主催イベント中止・延期の一覧（2月27日10時00分時点） 紀宝町
https://t.co/TRwN7YhC3q",toritsu
"第21回三重紀北町海・山こだわり市の中止について 紀北町
https://t.co/QZ9NsHx0kK",toritsu
"熊野古道センターワンコインコンサート「LESS IS MORE 弦楽四重奏で描く紀伊半島の魅力」 三重県立熊野古道センター
https://t.co/lfE3McCQCU",toritsu
"サンティアゴ・デ・コンポステーラの巡礼路・バスクの道写真展 三重県立熊野古道センター
https://t.co/8iVWh64SZD",toritsu
"２月２０、２１日「宿泊施設におけるインバウンド課題解決セミナー」を開催します！ 東紀州地域振興公社
https://t.co/gx7icijeO3",toritsu
"ひっさしぶりにとても穏やかな海。

これがいわゆるベタ凪ですね。

絶好の潜り日和です??

#無人島生活 #お魚わっしょい https://t.co/EY2PQl1Vbc",toritsu
RT @xrp_hana: やばい?,toritsu
おはようございます? https://t.co/vKtFpnOB8z,toritsu
"海のそばでとってきた魚を網の上で焼いて食べてるだけなのに、なんという充実感。

食べ物を調達して、
火を焚いて作って食べて、
寝床を作って寝て、

どれも普通のことなのに、すべてに「生きてるなぁ!」という実感がある。
東京でずっと… https://t.co/gKef9DS6tj",toritsu
@KenshiroIkeda 面白いですよ!シャワートイレなし、食材なしでちょっと過酷ですが?,toritsu
@keisukekuri あ、それ同じ部族の仲間。,toritsu
@murong712 おっさんら、アホ患ってます。,toritsu
"やりました!無人島サウナ完成?‍♂️?‍♂️

ブルーシート、麻ひも、拾ってきた竹でティピーをこしらえ、
焚き火で石を熱してティピーの底に設置。

最後に石に海水をかけたら、ミストサウナの出来上がり!

水風呂は目の前の海。

完… https://t.co/D4hTNSdVz0",toritsu
"無人島で朝活Ⅱ?️?️

朝起きたらまた筋トレバカが湧いてました?️?️

筋肉痛ヤバイとか言いながら毎朝ベンチプレスしてますこの人たち。

一応免疫力アップが目的らしい。

今日も平和です?️

注: 肌の露出が多いです… https://t.co/pdMoKVZyCn",toritsu
@naoyuki_sh 最高ですよー!!,toritsu
"RT @KenshiroIkeda: 友人が必死に自粛してる
#stayhome",toritsu
"@KenshiroIkeda 自粛を少しでも楽しく、がんばります!

コロナ後を見据えて突きスポットも着々と開拓しております?",toritsu
"@Eiki_TN ギリギリで生き方変えました!

本当にこっち来るくらいのタイミングで感染が広がり始めてたから、ドンピシャだった。

お互い体に気をつけてがんばろう!",toritsu
@an0323 @G0RILLARMAN ありがとうございます!,toritsu
@bonyaskey 手配お願いします!あとカレー粉!,toritsu
@TommyPaike ありがとうございます??,toritsu
@pirayuuu 素敵です!,toritsu
"夢の無人島サウナー目指します?‍♂?️?️

竹、麻ひも、石、ブルーシートを使ってサウナ作りに挑戦してみます。

なるべく拾ってきたもので、ググらず試行錯誤がテーマ。

幸い目の前は海なので水風呂代わりに

明日の完成を目指します… https://t.co/Q7CZlppzmQ",toritsu
"@Cuvee_kuniko おいしい魚を食べてます。

焼き魚を好んでよく食べますね。",toritsu
"無人島に同行しているニワトリのてんちゃんが久しぶりに卵生んでくれた。

#お魚わっしょい #無人島生活 #stayhome https://t.co/Z2syfZdNcT",toritsu
@tentyu22 いやもう、小学生の時のやつやん。言われるまで忘れてたわ。,toritsu
@nakashio1204 さかな検定のコンセプトがそれですね！地域活性にもつながりそうです。,toritsu
@kryokucha 歌って捌くはシリーズ化したいですね笑,toritsu
@modoki34 おもろい！！,toritsu
@Mola_morashim 是非！またムラソイ案内してちょ^ ^,toritsu
@Mola_morashim いやいや、基本オカッパリばっかだから、沖合の魚はまだまだ手付かずの多いよ！,toritsu
@aomori_fishing 何気に過去２回出させてもらってるんですよ！かねこさんの動画は捌きの教科書です。,toritsu
@hghrktkr お久し鰤！！マイナー魚はいいですね。,toritsu
@hamitinhamitin おもろい,toritsu
自粛期間に入ってから結構魚を捌いているのですが、せっかくなら何か企画ができないか考え中です。状況が状況なんで「釣った魚しか食べない」等、体に負担がありそうなのはやめとくとして。。「魚の名前しりとりで捌く」とか「今まで食べたことない… https://t.co/yBL3wyozLY,toritsu
今日入手したイネゴチちゃん。ワニゴチとごっちゃにされがちだけど、釣果の写真や鮮魚店で見るのはイネゴチの方がずっと多い気がする。 https://t.co/l5y9uO4C61,toritsu
RT @hattori95: Driver's Highにのせてサバを三枚におろす動画です。 https://t.co/i7Tgq8a8dC,toritsu
@miya_atu6 @dlduo336 むかしよくライブ一緒になりましたよ、ドドんさん。石田さんは本物のお坊さんです。,toritsu
@smash_hit_1 北国の魚の内臓にはかなり高確率でいるんですけどね。サバちゃんは身に移りやすいからどうしても目立ち鱒よね。,toritsu
@koishiman2525 です。いつもより強めに炙る&amp;咀嚼しました笑,toritsu
"昨日歌いながら三枚にしたサバは炙り〆さばに。何かがいたのはおそらく気のせいでしょう。

YouTubeにも載せてるので見てくださいね！

Driver's Highにのせてサバを三枚におろしてみた… https://t.co/n03LbtyjYy",toritsu
Driver's Highにのせてサバを三枚におろす動画です。 https://t.co/i7Tgq8a8dC,toritsu
@SHIMESABA0721 お待たせ致しました！ https://t.co/x4vtB41EY6,toritsu
替え歌によく出てくる子たち。イラストリクエスト、半分くらい来たかな。まだの方お待たせしてすみません。気長にお待ちくださいませ！ https://t.co/yWIEfa87Tj,toritsu
@mayunyari お待たせ致しました！ https://t.co/cNuSeeFfYz,toritsu
@kokomomo474 もともとは天然酵母のパン焼き、パン好きアカウントだったの…その頃から舞ちゃんとの交流が…,toritsu
@hana_hi_sys ガパオの味のあんかけだと思ってもらえればー。うどんらラーメンにかけても（サンマー麺的な）、かさ増し具沢山にしてもいいように、冷凍できる状態でやめておくの。フレッシュな筍が手元にやってきたら入れようかなーとか。,toritsu
"RT @ExciteJapan: 米 #ディズニー 公式が「ミッキー型のベニエ」作り方公開（※レシピあり）

#ベニエ とは口触りが軽いドーナツのことで、アメリカの南部ルイジアナ州ニューオーリーンズの名物?
https://t.co/hswstz5MRC",toritsu
"RT @nakashimarecipe: 寝かせるパンケーキ

A
卵 1個
牛乳（人肌に温める）100ml
砂糖 大2
油 大1
ドライイースト 小2/3
塩 一つまみ

B
薄力粉 120g
…
Aを泡立て器で混ぜ、Bを加えて滑らかになるまで混ぜる

35~40度位の暖かい…",toritsu
作り置き追加。鶏もも肉のナンプラー煮（ピーマン、パプリカ、椎茸、長葱）。あさりか厚揚げか両方を入れて食べる予定。 https://t.co/4nv2uzCQwh,toritsu
朝は自作の角食。お昼は油麦菜と生トマトとパンチェッタのパスタ、等々。油麦菜、洋食に使っても美味しいな。,toritsu
良い感じ!!! https://t.co/Jhy8qbuCw1,toritsu
"RT @wagashibuyer: 平岩理緒さんが、コロナ禍を乗り越えようとする和菓子屋さんの取組みを記事にしてくださいました。
#SaveTheWagashi 

コロナ禍の先を目指す菓子店の「ステイホーム」提案！老舗も若き当主達の挑戦で前進(平岩理緒) - Y!ニュース h…",toritsu
@hon_ma_gri 私の布マスクもプロの方に作ってもらったものだけど、細かいところがよーくできている。これはすごいってわかる！,toritsu
"RT @oooeda328: ブラザーさんで無料で印刷できます。沢山種類あって息子めっちゃはまってるので是非。
https://t.co/HckkZcRkf4 https://t.co/0LTdTi1wKl",toritsu
@hon_ma_gri すごい！カッコイイ!!!,toritsu
RT @hashiken710: 昨日親戚から送られてきた動画。暗いニュースが多い中で心の底から笑える???ツボりすぎて何度も再生してしまう??? https://t.co/jE0sS8IjYz,toritsu
RT @nikkuni373: ホットケーキミックスが売ってないから作れないとお嘆きのあなた……クランペットを作るのです…… https://t.co/LY9EDW9Dxs,toritsu
"夕飯:豚バラしゃぶしゃぶ肉と白菜と芹とトマトの重ね蒸し（生姜、長葱、ナンプラー）、#おうちでsio の鶏胸肉の唐揚げ、黒大根の黒胡麻きんぴら、その他。
唐揚げ、朝倉山椒が大活躍。 https://t.co/HkLeqYD6w4",toritsu
バスチー、配合を変えてみた。明日のお楽しみ。 https://t.co/ibVem2dTTi,toritsu
明日の朝食用の角食。名店が混雑しているので我慢。 https://t.co/atQTokjpom,toritsu
@15desukara 性分だけど性分に甘えてくんじゃねーよ的な！,toritsu
@15desukara やっちまいがち(´⊂_｀；),toritsu
RT @kandkbros: 皆さま自粛生活お疲れ様です。そして、医療従事者の方、皆が自粛が出来るように働いている方々には感謝しかありません?今日は、室町時代の医療従事者、駒ちゃんの衣装プレゼントです！ご自由にお使いください。#麒麟がくる #衣装デザイナー #黒澤和子 #とアシ…,toritsu
@15desukara そう！利用者さんのフォローもしてるんだもんね。一子さん、全体が粗くなるの、嫌そうー。,toritsu
＃札幌エアコン掃除　ナショナル224TB-W https://t.co/6mcGaRmcAB,toritsu
@_ogsk 地元じゃからじゃ！,toritsu
昔のルームメイトが欧州から帰国、無事で何より（完）,toritsu
"RT @GSI_chiriin: 【防災関連情報】#西之島 の火山活動について、4月24日に観測した結果を公表。
SAR強度画像では、火砕丘の北側から東側で溶岩等によるとみられる地形変化と海岸線の変化が見られます。
詳細はこちら→
https://t.co/XHVUnTuvTL…",toritsu
総理、ようやく黒染めできたようなんだけど自宅でやったのかな？,toritsu
そういえば明日の朝7:30から島の話題で山口のラジオに出演します。月曜の朝お時間ある方はぜひお聞きください。 https://t.co/mjf2qq0mIh,toritsu
今日はかぼちゃコロッケが美味しかった,toritsu
知らぬ間に帰ってきてた / “帰ってきた1・2のアッホ!!　第１話 大脱走の巻 | Comic-Gakuen” https://t.co/g0a72g6l25,toritsu
"RT @akatetsu39: マジすか❗コン先生❗❗
 https://t.co/zrONPLHTBl",toritsu
「うちの長女はもう就職してますけど、ありがたいことに今ちゃんとお給料いただいているから、それ(申請書類)は長女のところに行かずに“僕のところで預かるよ”って言ってますけども」??? / “橋下徹氏　一律10万円給付を申請すれば一家… https://t.co/x1a4EGe0pU,toritsu
"RT @ztkszero: 元大阪市長の橋下徹氏が、「自分のところに90万はおかしい」と宣っている。

おかしいと思うなら、その90万使って近所で豪遊して欲しい。今、売上がなくなったと嘆く店にお金を落としてほしい。

そうすれば彼らは救われる。

その90万を拒否しても、誰も救…",toritsu
一流のミュージカル俳優になった今、改めて踊ってみた『ハレ晴レユカイ』だと思うと妙な感慨がある,toritsu
RT @414yusuke: コンピ研の部長の声優の事を平野綾は覚えているのだろうかっていう事を考えたら胃が痛くなっちゃった,toritsu
RT @kobushi_: 踊ってるならパソコン返せよ‼️,toritsu
NHKのアニメと言えば『ひみつの花園』が見たい、初めて声優という存在を知った作品。,toritsu
「人気アニメ「ガンダム」のプラモデルを製造している栃木県の会社が」前に古川登志夫さんの番組で紹介されたおもちゃのまちの株式会社シーズか / “「ガンダム」プラモデル製造会社 フェイスシールドを生産 | NHKニュース” https://t.co/5EuXwSef8O,toritsu
岡村隆史について『チコちゃん』について言及する人は多いけど『麒麟がくる』について言及する人が思いの外少なくて、なんか寂しい。,toritsu
RT @orandger: 岡村隆史、あの発言について釈明なしでNHKのファミリー向け教養バラエティの『チコちゃんに叱られる』出続ける積りかな。NHKも放置すんのかな。だとしたら薄ら寒いねえ。番組の評価はさておき。,toritsu
自分も母から0歳児の頃にジャンボ鶴田の親戚(義理の姉妹)と縁があったという話を聞いて興奮しました、小学校入るくらいまで縁があったらしい。,toritsu
RT @matsushin1978: プロレスファンが「あなたの先祖、コンデ・コマと一緒に南米で柔術行脚してたってよ」って言われる興奮すごいよな。,toritsu
RT @matsushin1978: ファミリーヒストリーの神田伯山回。4代前が南米で柔術家やってて、サーカスで見世物的に演舞したり、レスラーと異種格闘技戦やってたって。前田光世と一緒に写ってる写真もあった。名前で調べたら増田俊也さんが彼について書いてる記事が出てきた。福岡庄太…,toritsu
RT @naganomamoru: 月刊ニュータイプ2020年６月号「ファイブスター物語」に関するお知らせ。漫画本編はお休みしますが、永野護新規描きおろしイラスト多数による13Pの「F.S.S. DESIGNS」を掲載します。未発表だった多数の設定を大公開！読みごたえありますよ！,toritsu
エステバン、自分がアメリカに住んでた頃に見た唯一の「アメリカで放映してた日本のアニメ」でした。,toritsu
RT @C_suzukii: エステバンも見たいけどあれマスターがないんだっけ？,toritsu
そう言えばコミックフラッパーも当初は女性主人公もの(フラッパー)限定じゃなかったでしたっけ。,toritsu
RT @saikifumiyoshi: これは定期的にバズるネタで、補足すると『マンガくん』は週刊誌でないのと、おそらく約束は「創刊号」だけなのではないかと。リンクの吉岡たかをさんの証言もどうぞ。あと、創刊号の魔美のヌードは雑誌と単行本で大きく改良されていてF先生の思い入れが伝…,toritsu
@akimeson 『パラソルヘンべえ』はアニメの後半くらいのタイミングで帰国したので(1990年帰国)ちゃんと見てなくて、漫画の方も読んだことなかったんですその頃はボンボン読んでなくて。なんかぼんやりとF先生だと思ってました。,toritsu
楽しみです！ https://t.co/pqljnnEVp0,toritsu
ふむ、外装の件も終わりに近づいてきた。そんなところで隣家のガス工事と足場の撤去が被った。,toritsu
@bonbon3103 ずっとなんですね！噂どおりなんだ。「噂を信じちゃいけないよー」っていう歌がありましたが。噂通りなんですね。都立大学駅前の東急はレジ待ちの列が急に曲がったりして意味不明です。夕方のほうが整然と並んでますね。幸い子供の連れの方は少数ですでした。,toritsu
@bonbon3103 はい。店内に入るまで午前中混んでるっていうのを忘れてました。みんなカゴいっぱい買ってて驚き。割り込まれそうになり、?でした。,toritsu
10時代のスーパーは戦場だ！,toritsu
112-69 血圧測ったなう https://t.co/RpQ7XivRjv,toritsu
昨日地元（都立大学）のスーパーでもカゴいっぱいに商品を購入している方もいた。けどね、まだGWじゃないかもしれないしね。でも、重そうだったな。,toritsu
買い物は三日に一度。そもそも、買い物に行くことが大変な人もいるし、ゴロゴロ押しながら歩く歩行器を使ってスーパーに行く人もいるのにぐるっとまとめて、三日に一度って言うのはね。いろいろ例外も考えてたらキリがないとは思うが。,toritsu
そんな簡単に人の行動って変わるもんじゃない、変えることはできない。変えなければいけないんだったら、強制的しかないだろう。中途半端な状態がずるずる続いているのが一番よくない。それだけ、結果がでてくるのが遅くなる。素人考えだけど。,toritsu
工事はいったん休み。明日明後日が塗装だけど、明日の天気があまりよろしくない。少しずれるかな？,toritsu
おはよう世界。GW３日目の開始。起きるのはいつもの時間。#ohayo,toritsu
2TBを購入。音楽だけじゃなくて、映画とか自炊した本のDATAも入れてたからってのは言い訳だけど。なんだろうかね？,toritsu
256GのHDDがいっぱいになった。そして購入したのが1TB。テラである。テラ。こんなの一生かかっても使いきれない大きさのHDDじゃないか！などと思ってたが、翌年,toritsu
初めて買ったHDDって256Gだった。大きさがピンとこなくて。でも、なんだろう、世界征服を果したような気分。なんでも入れてやるぜ！と鼻息荒かった。そして一年後、,toritsu
"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● 年末年始はどこで過ごす？…
● 今年のクリスマスの予定は？…
● 質問箱へようこそ！
まずは質…
#質問箱 #匿名質問募集中

https://t.co/k5SoeOBM3j",toritsu
本日6TBのHDDを注文。,toritsu
マスク、まだ届かないな。今、ストックがあるので早急に必要じゃないけど。一体どんなものが届くのか興味がある。,toritsu
感染者数が減ってる。けどね、信用していない。,toritsu
ここ二日風が強いな。これで風がなかったら最高なんだが。午前中は洗濯屋と地元のスーパーをうろうろ,toritsu
東京揺れた。,toritsu
"RT @Hanako_magazine: ?Hanako1184号「あの人に聞いた、家での最高の過ごし方。」本日発売しました?

＼表紙は三宅健さん！／
Hanakoの大人気連載「みやけのものごころ。」特別編をお届け。 

気になる内容はHanako公式Instagramをチェ…",toritsu
"V6兄さん検索すると

ずっと踊ってる
すごい！
マグロなの？
止まると死ぬの？

ってツイを何人も見かける?",toritsu
"YouTubeのセクバニコン
画質良すぎる?
そして坂本くんの色香が半端ないんですよ。

一応言っておく
V担じゃない視聴された皆様
沼へようこそ?",toritsu
"やっとセクバニコン観る！
テレビでYouTube見れるのありがたい。 https://t.co/hQVRN8K6r1",toritsu
RT @notenative: 共作曲、編曲したV6の「ある日願いが叶ったんだ」のロングバージョンMVがこのタイミングで公開♪ ロマンティックで多幸感溢れる楽曲なので おうち時間のお供に是非☺️ #V6 #V625 #ある日願いが叶ったんだ #ジャニーズ #johnnys #a…,toritsu
"RT @TokyoBiff: Security Policeのイントロからもう震えて涙?
#SP_movie",toritsu
